hhid,cellphone,wealth,size,education_years,education_other,bank_acct,mattress,sacco,merry,mean_sent_nm,number_sent_nm,totsent_nm,number_sent_m,totsent_m,sendd,number_sent,totsent,mean_recd_nm,totrecd_nm,number_recd_nm,totrecd_m,number_recd_m,recdd,mean_recd,totrecd,number_recd,netremit,mpesa_user,round,weight,mean_sentdist_nm,mean_sentdist_m,mean_sentdist,mean_recddist_nm,mean_recddist_m,mean_recddist,frac_recd,period,agents1,agents2,agents5,agents10,agents20,agents_d,totexp,ltotexp,totexppc,ltotexppc,wkexppc,lwkexppc,totexppc_nomed,ltotexppc_nomed,lwealth,rural,province,district,location,village,totrecd_c,totsent_c,totrecd2,networksize,mean_recd2,occ_farmer,occ_public,occ_prof,occ_help,occ_ue,occ_bus,occ_sales,occ_ind,occ_other,lagents_d,agents1s,agents2s,agents5s,agents10s,agents20s,neg,sick,ag,pos,user_neg,user_sick,agents1s_neg,agents1s_sick,agents2s_neg,agents2s_sick,agents5s_neg,agents5s_sick,agents10s_neg,agents10s_sick,agents20s_neg,agents20s_sick,lagents_d_neg,lagents_d_sick,distance,panel,mpesa_status,lowattrit,wealthtile,d1,d2,d3,d4,d5,false,lmean_recddist,ldistance,urban,mweight
140017,1,31500,7,8,0,"yes","yes","yes","yes",,0,,2,3200,1,2,3200,,,0,5000,1,1,5000,5000,1,1800,"yes",2,1.357477,,150,150,,100,100,.25,2,0,0,3,3,24,4.104055,112700,11.63248,16100,9.686575,13742.86,9.528275,16100,9.686575,10.35774,1,"central",207,138,137,.0443656,.028394,70.71068,1,70.71068,1,0,0,0,0,0,0,0,0,8.319731,0,0,1.732051,1.732051,4.89898,1,0,0,0,1,0,0,0,0,0,1.732051,0,1.732051,0,4.89898,0,8.319731,0,105.3363,1,"M-PESA",1,3,.2857143,.4285715,.1428571,.1428571,0,1,4.60517,4.657158,0,1.336635
140049,0,34100,8,7,0,"yes","yes","no","no",,,,,,0,0,0,,,,,,0,0,0,0,0,"no",2,1.357477,,,,,,,,2,0,0,0,3,17,5.021629,213952,12.27351,26744,10.19407,20774,9.941458,26744,10.19407,10.43705,1,"central",207,138,137,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.521509,0,0,0,1.732051,4.123106,1,0,1,0,0,0,0,0,0,0,0,0,1.732051,0,4.123106,0,8.521509,0,,1,"Non M-PESA",1,3,0,.375,.125,.25,.125,1,,,0,1.309753
140033,1,118850,2,8,0,"yes","yes","no","no",,,,,,0,0,0,,,,,,0,0,0,0,0,"no",2,1.357477,,,,,,,0,2,0,0,3,3,24,3.985595,253872,12.44459,126936,11.75144,99346,11.50636,117936,11.6779,11.68562,1,"central",207,138,137,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.290442,0,0,1.732051,1.732051,4.89898,1,1,1,0,0,0,0,0,0,0,1.732051,1.732051,1.732051,1.732051,4.89898,4.89898,8.290442,8.290442,,1,"Non M-PESA",1,5,0,0,.5,.5,0,0,,,0,1.413597
140011,1,85700,6,12,0,"yes","yes","yes","no",,,,,,0,0,0,,,0,23000,6,1,3833.333333,23000,6,23000,"yes",2,1.357477,,,,,60,60,1,2,0,0,3,3,24,4.013241,708976,13.47158,118162.7,11.67982,26632.67,10.18989,58162.67,10.971,11.35861,1,"central",207,138,137,.0324412,0,151.6575,1,61.91392,0,0,0,0,0,0,1,0,0,8.297355,0,0,1.732051,1.732051,4.89898,1,0,1,0,1,0,0,0,0,0,1.732051,0,1.732051,0,4.89898,0,8.297355,0,39.043079,1,"M-PESA",1,5,.5,0,0,.3333333,.1666667,0,4.094345,3.664666,0,1.415561
140002,1,96100,4,10,0,"yes","yes","yes","yes",,,,,,0,0,0,,,,,,0,0,0,0,0,"yes",2,1.357477,,,,,,,,2,0,0,3,3,24,4.039017,111124,11.6184,27781,10.23211,21736,9.986725,27781,10.23211,11.47314,1,"central",207,138,137,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.303757,0,0,1.732051,1.732051,4.89898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,"Join",1,3,0,.5,.25,.25,0,1,,,0,1.381081
140030,1,7600,5,5,0,"yes","yes","no","no",,,,,,0,0,0,,,,,,0,0,0,0,0,"yes",2,1.357477,,,,,,,0,2,0,0,3,3,20,4.458754,93336,11.44396,18667.2,9.834523,13811.2,9.533236,18667.2,9.834523,8.935904,1,"central",207,138,137,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.402624,0,0,1.732051,1.732051,4.472136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,"Join",1,2,.2,.2,.4,0,0,1,,,0,1.357142
140055,0,2000,3,0,0,"no","no","no","no",,,,,,0,0,0,,,,,,0,0,0,0,0,"no",2,1.357477,,,,,,,,2,0,0,1,3,18,4.949745,60632,11.01258,20210.67,9.913966,14317.33,9.569226,19210.67,9.863221,7.600903,1,"central",207,138,137,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.507092,0,0,1,1.732051,4.24264,1,1,0,0,0,0,0,0,0,0,1,1,1.732051,1.732051,4.24264,4.24264,8.507092,8.507092,,1,"Non M-PESA",1,4,0,0,0,0,0,1,,,0,1.415075
140042,1,86100,2,12,0,"yes","yes","yes","yes",,0,,2,3000,1,2,3000,,,,,,0,0,0,0,-3000,"yes",2,1.357477,,180,180,,,,0,2,0,0,2,3,20,4.771052,170116,12.04424,85058,11.35109,63388,11.05703,84158,11.34045,11.36327,1,"central",207,138,137,0,.017635,0,0,0,0,0,0,1,0,0,0,0,0,8.470323,0,0,1.414214,1.732051,4.472136,1,1,0,0,1,1,0,0,0,0,1.414214,1.414214,1.732051,1.732051,4.472136,4.472136,8.470323,8.470323,,1,"M-PESA",1,5,0,0,.5,.5,0,1,,,0,1.411359
140036,1,138500,4,8,0,"yes","yes","no","no",,0,,4,12000,1,4,12000,7000,7000,1,,0,1,7000,7000,1,-5000,"yes",2,1.357477,,115,115,100,,100,.1666667,2,0,0,2,3,20,4.601911,177924,12.08911,44481,10.70282,28821,10.26886,42981,10.66851,11.83863,1,"central",207,138,137,.0393426,.0674445,83.666,1,83.666,0,0,0,1,0,0,0,0,0,8.434227,0,0,1.414214,1.732051,4.472136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.605316,1,"M-PESA",1,5,.25,.25,.25,.25,0,1,4.60517,3.751979,0,1.39941
141118,1,52000,2,7,0,"no","no","yes","no",,,,,,0,0,0,,,,,,0,0,0,0,0,"yes",3,1.357477,,,,,,,,2,0,0,6,14,35,2.876658,106680,11.57759,53340,10.88444,30810,10.33559,53340,10.88444,10.859,1,"central",207,138,138,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.964385,0,0,2.44949,3.741657,5.91608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,"Join",1,1,0,0,0,0,.5,1,,,0,1.364782
141009,1,424800,10,7,0,"yes","yes","no","yes",,,,,,0,0,0,,,0,4000,2,1,2000,4000,2,4000,"yes",2,1.357477,,,,,70,70,.3333333,2,0,0,3,12,26,4.436146,360228,12.79449,36022.8,10.49191,12890.8,9.464269,34822.8,10.45803,12.95937,1,"central",207,138,138,.0111041,0,63.24555,1,44.72136,1,0,0,0,0,0,0,0,0,8.397541,0,0,1.732051,3.464102,5.09902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.897566,1,"Join",1,5,.1,.1,.3,.3,.1,1,4.248495,4.023521,0,1.28623
141105,1,255500,5,8,0,"yes","no","no","yes",,,,,,0,0,0,,,,,,0,0,0,0,0,"yes",3,1.357477,,,,,,,,2,0,0,5,14,35,2.667069,235740,12.37048,47148,10.76105,31408,10.35482,42348,10.65368,12.45098,1,"central",207,138,138,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.888736,0,0,2.236068,3.741657,5.91608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,"Join",1,3,0,0,.4,.4,0,1,,,0,1.414013
141081,1,67000,2,11,0,"yes","yes","yes","yes",,,,,,0,0,0,,,,,,0,0,0,0,0,"yes",2,1.357477,,,,,,,0,2,0,0,3,12,26,4.013759,89976,11.4073,44988,10.71415,34398,10.44575,44988,10.71415,11.11245,1,"central",207,138,138,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.297483,0,0,1.732051,3.464102,5.09902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,"M-PESA",1,5,0,0,0,0,.5,1,,,0,1.334772
141087,1,40306,5,12,0,"yes","yes","no","yes",1400,2,2800,0,,1,2,2800,,,,,,0,0,0,0,-2800,"yes",2,1.357477,25.5,,25.5,,,,0,2,0,0,0,0,15,11.74489,135748,11.81856,27149.6,10.20912,19749.6,9.890888,25949.6,10.16391,10.60426,1,"central",207,138,138,0,.0206265,0,0,0,1,0,0,0,0,0,0,0,0,9.371173,0,0,0,0,3.872983,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3.872983,3.872983,9.371173,9.371173,,1,"Join",1,2,.4,.2,0,.2,.2,1,,,0,1.3736
141033,0,1400,1,0,0,"no","yes","yes","no",,,,,,0,0,0,300,300,1,,0,1,300,300,1,300,"no",2,1.357477,,,,60,,60,1,2,0,0,3,12,26,4.491876,44328,10.69937,44328,10.69937,26468,10.18369,29328,10.2863,7.244227,1,"central",207,138,138,.0067677,0,17.32051,1,17.32051,1,0,0,0,0,0,0,0,0,8.410026,0,0,1.732051,3.464102,5.09902,1,1,0,0,0,0,0,0,0,0,1.732051,1.732051,3.464102,3.464102,5.09902,5.09902,8.410026,8.410026,32.469957,1,"Non M-PESA",1,2,0,0,0,0,0,1,4.094345,3.480315,0,1.374715
141045,1,74300,1,6,0,"yes","no","no","no",,,,,,0,0,0,,,0,2000,1,1,2000,2000,1,2000,"yes",2,1.357477,,,,,200,200,.3333333,2,0,0,3,12,27,4.653136,94100,11.45211,94100,11.45211,67340,11.11751,92300,11.4328,11.21587,1,"central",207,138,138,.021254,0,44.72136,1,44.72136,1,0,0,0,0,0,0,0,0,8.445296,0,0,1.732051,3.464102,5.196152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,"Join",1,4,0,0,0,0,0,1,5.298317,,0,1.381842
141021,1,16200,2,11,0,"no","yes","no","yes",,,,,,0,0,0,,,,,,0,0,0,0,0,"yes",2,1.357477,,,,,,,0,2,0,0,3,12,26,4.013759,78164,11.26656,39082,10.57342,32422,10.38659,39082,10.57342,9.692766,1,"central",207,138,138,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.297483,0,0,1.732051,3.464102,5.09902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,"M-PESA",1,3,0,0,0,.5,.5,1,,,0,1.374762
141069,0,70400,5,18,0,"yes","yes","yes","no",,,,,,0,0,0,,,,,,0,0,0,0,0,"no",2,1.357477,,,,,,,0,2,0,0,4,9,27,4.369356,163896,12.00699,32779.2,10.39755,26343.2,10.17897,30619.2,10.32938,11.16195,1,"central",207,138,138,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.382371,0,0,2,3,5.196152,1,1,0,0,0,0,0,0,0,0,2,2,3,3,5.196152,5.196152,8.382371,8.382371,,1,"Leave",1,4,.4,.2,0,.2,.2,1,,,0,1.365625
141093,1,91500,2,12,0,"yes","no","yes","yes",,0,,3,11000,1,3,11000,,,0,1500,2,1,750,1500,2,-9500,"yes",2,1.357477,,100,100,,50,50,.5,2,0,0,4,9,27,4.397183,253384,12.44266,126692,11.74951,63882,11.06479,126692,11.74951,11.42409,1,"central",207,138,138,.0059199,.0434124,38.72983,1,27.38613,0,0,0,0,0,0,1,0,0,8.38872,0,0,2,3,5.196152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.795009,1,"M-PESA",1,3,0,0,0,0,.5,0,3.912023,3.520313,0,1.342288
146016,1,53000,5,8,0,"no","yes","no","yes",,,,,,0,0,0,,,0,3000,2,1,1500,3000,2,3000,"yes",2,1.628972,,,,,35,35,.4,2,0,0,0,7,19,7.565522,193560,12.17334,38712,10.5639,28392,10.25386,38712,10.5639,10.87805,1,"central",207,139,139,.0154991,0,54.77225,2,38.72983,1,0,0,0,0,0,0,0,0,8.931356,0,0,0,2.645751,4.358899,1,1,0,0,1,1,0,0,0,0,0,0,2.645751,2.645751,4.358899,4.358899,8.931356,8.931356,48.314418,1,"M-PESA",1,5,0,0,.6,.2,0,1,3.555348,3.87773,0,1.608206
146073,1,71504,4,8,0,"yes","yes","no","yes",,,,,,0,0,0,,,,,,0,0,0,0,0,"yes",2,1.628972,,,,,,,,2,0,0,0,7,24,7.678607,167272,12.02738,41818,10.64108,35308,10.47186,41668,10.63749,11.17751,1,"central",207,139,139,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.946194,0,0,0,2.645751,4.89898,1,0,1,0,1,0,0,0,0,0,0,0,2.645751,0,4.89898,0,8.946194,0,,1,"Join",1,4,0,.25,0,.25,.25,1,,,0,1.644724
146037,1,11000,2,0,0,"no","yes","no","no",,0,,1,1350,1,1,1350,,,,,,0,0,0,0,-1350,"yes",2,1.628972,,35,35,,,,0,2,0,0,0,8,27,7.020081,115908,11.66055,57954,10.96741,45084,10.71628,53154,10.88095,9.305651,1,"central",207,139,139,0,.0116472,0,0,0,0,0,0,0,1,0,0,0,0,8.85653,0,0,0,2.828427,5.196152,1,1,0,0,1,1,0,0,0,0,0,0,2.828427,2.828427,5.196152,5.196152,8.85653,8.85653,,1,"M-PESA",1,4,0,0,0,0,0,1,,,0,1.610025
146064,1,48700,7,12,0,"yes","yes","no","no",,,,,,0,0,0,,,,,,0,0,0,0,0,"yes",2,1.628972,,,,,,,0,2,0,0,0,8,25,7.428878,471304,13.06326,67329.14,11.11735,49972,10.81922,66129.14,11.09937,10.79343,1,"central",207,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.91313,0,0,0,2.828427,5,1,1,0,0,1,1,0,0,0,0,0,0,2.828427,2.828427,5,5,8.91313,8.91313,,1,"Join",1,4,.1428571,0,.2857143,.4285714,0,1,,,0,1.577911
146055,1,204100,3,7,0,"no","yes","no","no",,,,,,0,0,0,550,1100,2,,0,1,550,1100,2,1100,"yes",2,1.628972,,,,76.5,,76.5,.6666667,2,0,0,0,8,26,7.333665,166719,12.02407,55573,10.92545,35394.67,10.47432,41573,10.63521,12.22637,1,"central",207,139,139,.0065979,0,33.16625,2,23.45208,0,0,0,0,1,0,0,0,0,8.90023,0,0,0,2.828427,5.09902,1,1,0,0,1,1,0,0,0,0,0,0,2.828427,2.828427,5.09902,5.09902,8.90023,8.90023,42.464457,1,"M-PESA",1,5,0,0,0,0,.6666667,1,4.337291,3.748667,0,1.639171
146012,1,32500,6,12,0,"yes","yes","yes","yes",,,,,,0,0,0,,,,,,0,0,0,0,0,"no",2,1.628972,,,,,,,,2,0,0,0,7,19,7.399485,67332,11.11739,11222,9.325631,9282,9.135833,11222,9.325631,10.389,1,"central",207,139,139,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.909165,0,0,0,2.645751,4.358899,1,1,0,0,0,0,0,0,0,0,0,0,2.645751,2.645751,4.358899,4.358899,8.909165,8.909165,,1,"Non M-PESA",1,3,.1666667,.3333333,0,.3333333,.1666667,1,,,0,1.633527
146009,1,103800,4,12,0,"yes","yes","yes","yes",,,,,,0,0,0,,,,,,0,0,0,0,0,"yes",2,1.628972,,,,,,,0,2,0,0,0,7,19,7.185061,192880,12.16982,48220,10.78353,28470,10.25661,48220,10.78353,11.55022,1,"central",207,139,139,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.879759,0,0,0,2.645751,4.358899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,"M-PESA",1,5,0,0,.25,0,.25,1,,,0,1.611768
146079,1,231500,3,8,0,"yes","no","yes","yes",,0,,2,1500,1,2,1500,,,,,,0,0,0,0,-1500,"yes",2,1.628972,,70,70,,,,0,2,0,0,0,8,25,7.746622,179500,12.09793,59833.33,10.99932,34060,10.43588,59833.33,10.99932,12.35233,1,"central",207,139,139,0,.0083565,0,0,0,1,0,0,0,0,0,0,0,0,8.955012,0,0,0,2.828427,5,1,0,0,0,1,0,0,0,0,0,0,0,2.828427,0,5,0,8.955012,0,,1,"M-PESA",1,5,0,0,0,0,.3333333,1,,,0,1.628213
146027,1,43601,6,8,0,"no","yes","no","yes",,,,,,0,0,0,,,,,,0,0,0,0,0,"yes",2,1.628972,,,,,,,,2,0,0,0,7,25,7.369822,149988,11.91831,24998,10.12655,15114.67,9.623421,24998,10.12655,10.68284,1,"central",207,139,139,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.905149,0,0,0,2.645751,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,"Join",1,2,0,.3333333,.1666667,.3333333,.1666667,1,,,0,1.611853
146083,1,113600,5,12,0,"no","no","yes","yes",,0,,1,1000,1,1,1000,,,0,500,1,1,500,500,1,-500,"yes",2,1.628972,,30,30,,70,70,.3333333,2,0,0,4,74,101,3.754017,261988,12.47605,52397.6,10.86662,27185.6,10.21044,51197.6,10.84345,11.64044,1,"central",207,139,139,.0019085,.003817,22.36068,1,22.36068,0,0,0,0,0,1,0,0,0,8.230582,0,0,2,8.602325,10.04988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.63347,1,"M-PESA",1,5,0,0,.4,.2,.2,1,4.248495,4.631164,0,1.58009
147009,1,12850,6,12,0,"no","yes","no","no",,,,,,0,0,0,,,,,,0,0,0,0,0,"yes",2,1.628972,,,,,,,0,2,0,0,0,8,27,6.940425,116567,11.66622,19427.83,9.874462,13858,9.536618,18827.83,9.843092,9.461099,1,"central",207,139,140,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.845119,0,0,0,2.828427,5.196152,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,"M-PESA",1,5,.5,.1666667,0,.1666667,.1666667,1,,,0,1.655184
147066,1,75600,4,12,0,"no","yes","no","yes",,,,,,0,0,0,,,,,,0,0,0,0,0,"yes",2,1.628972,,,,,,,0,2,0,0,0,8,27,6.850164,132316,11.79295,33079,10.40665,24544,10.10822,33079,10.40665,11.23321,1,"central",207,139,140,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.832027,0,0,0,2.828427,5.196152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,"Join",1,3,.25,.25,.25,.25,0,1,,,0,1.639904
147030,0,37850,6,6,0,"no","yes","yes","no",,,,,,0,0,0,,,,,,0,0,0,0,0,"no",2,1.628972,,,,,,,,2,0,0,3,7,36,3.849171,132040,11.79086,22006.67,9.999101,18243.33,9.811555,22006.67,9.999101,10.54139,1,"central",207,139,140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.255613,0,0,1.732051,2.645751,6,1,0,1,0,0,0,0,0,0,0,1.732051,0,2.645751,0,6,0,8.255613,0,,1,"Non M-PESA",1,2,.1666667,.5,0,.1666667,.1666667,1,,,0,1.665824
147021,0,128500,3,7,0,"yes","no","no","no",,,,,,0,0,0,,,,,,0,0,0,0,0,"yes",2,1.628972,,,,,,,,2,0,0,0,8,31,6.66495,44040,10.69285,14680,9.594241,12480,9.431883,14280,9.566615,11.76368,1,"central",207,139,140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.804618,0,0,0,2.828427,5.567764,1,1,0,0,1,1,0,0,0,0,0,0,2.828427,2.828427,5.567764,5.567764,8.804618,8.804618,,1,"M-PESA",1,3,.6666667,0,.3333333,0,0,1,,,0,1.694935
147053,1,96200,4,0,1,"yes","yes","yes","yes",,,,,,0,0,0,,,,,,0,0,0,0,0,"yes",2,1.628972,,,,,,,0,2,0,0,0,8,27,6.84713,170112,12.04421,42528,10.65792,26468,10.18369,42528,10.65792,11.47418,1,"central",207,139,140,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.831585,0,0,0,2.828427,5.196152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,"M-PESA",1,4,.5,0,.25,.25,0,1,,,0,1.65802
147051,1,227800,4,12,0,"yes","yes","yes","no",,0,,1,800,1,1,800,,,0,2020,1,1,2020,2020,1,1220,"yes",2,1.628972,,50,50,,120,120,.5,2,0,0,0,8,27,6.850164,110720,11.61476,27680,10.22847,21177,9.960671,27680,10.22847,12.33622,1,"central",207,139,140,.0182442,.0072254,44.94441,1,44.94441,0,0,0,1,0,0,0,0,0,8.832027,0,0,0,2.828427,5.196152,1,0,0,0,1,0,0,0,0,0,0,0,2.828427,0,5.196152,0,8.832027,0,49.889874,1,"Join",1,5,.25,.25,.25,.25,0,1,4.787492,3.909818,0,1.779293
147046,1,38350,4,8,0,"yes","no","no","yes",,,,,,0,0,0,,,,,,0,0,0,0,0,"yes",2,1.628972,,,,,,,0,2,0,0,0,8,83,6.406535,58750,10.98105,14687.5,9.594752,11505,9.350537,14687.5,9.594752,10.55451,1,"central",207,139,140,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.765074,0,0,0,2.828427,9.110434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,"Join",1,4,0,.5,.25,.25,0,1,,,0,1.672228
147040,0,17750,3,7,0,"no","yes","yes","no",,,,,,0,0,0,,,,,,0,0,0,0,0,"no",2,1.628972,,,,,,,0,2,0,0,0,8,68,6.549135,81570,11.30922,27190,10.2106,22100,10.00333,25590,10.14996,9.784141,1,"central",207,139,140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.787088,0,0,0,2.828427,8.246211,1,1,0,0,0,0,0,0,0,0,0,0,2.828427,2.828427,8.246211,8.246211,8.787088,8.787088,,1,"Non M-PESA",1,3,0,0,.6666667,0,0,1,,,0,1.652426
147020,1,46700,8,4,0,"no","yes","yes","yes",,,,,,0,0,0,,,,,,0,0,0,0,0,"yes",2,1.628972,,,,,,,,2,0,0,0,8,30,6.692181,139428,11.8453,17428.5,9.765862,12506,9.433964,16828.5,9.730829,10.7515,1,"central",207,139,140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.808695,0,0,0,2.828427,5.477226,1,0,1,0,1,0,0,0,0,0,0,0,2.828427,0,5.477226,0,8.808695,0,,1,"M-PESA",1,2,.125,.125,.5,.125,0,1,,,0,1.595645
147013,0,6300,3,0,0,"no","no","no","yes",,,,,,0,0,0,,,,,,0,0,0,0,0,"no",2,1.628972,,,,,,,,2,0,0,0,8,27,6.895376,70026,11.15662,23342,10.05801,20505.33,9.92844,23342,10.05801,8.748305,1,"central",207,139,140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.838606,0,0,0,2.828427,5.196152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,"Non M-PESA",1,2,0,.3333333,0,.3333333,0,1,,,0,1.672545
391108,1,69200,10,4,0,"no","yes","no","yes",,,,,,0,0,0,,,,,,0,0,0,0,0,"no",2,2.714953,,,,,,,0,2,0,0,0,5,6,6.805184,107780,11.58785,10778,9.285262,9074,9.113169,10178,9.227983,11.14476,1,"eastern",407,141,141,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.82544,0,0,0,2.236068,2.44949,1,1,0,0,0,0,0,0,0,0,0,0,2.236068,2.236068,2.44949,2.44949,8.82544,8.82544,,1,"Non M-PESA",1,4,0,.1,.4,.3,.1,1,,,0,2.497762
391029,0,13000,2,5,0,"no","yes","no","no",,,,,,0,0,0,,,,,,0,0,0,0,0,"no",2,2.714953,,,,,,,0,2,0,0,0,5,14,6.995881,43800,10.68739,21900,9.994242,20280,9.917391,21900,9.994242,9.472705,1,"eastern",407,141,141,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.853077,0,0,0,2.236068,3.741657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,"Non M-PESA",1,3,0,0,0,0,.5,1,,,0,2.639485
391069,1,19400,4,4,0,"yes","yes","yes","yes",,,,,,0,0,0,,,,,,0,0,0,0,0,"no",2,2.714953,,,,,,,0,2,0,0,0,5,23,7.116004,81400,11.30713,20350,9.920836,12740,9.452502,20350,9.920836,9.873029,1,"eastern",407,141,141,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.870102,0,0,0,2.236068,4.795832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,"Non M-PESA",1,1,.5,0,.25,.25,0,1,,,0,2.748519
391082,1,72500,4,8,0,"yes","no","no","yes",,,,,,0,0,0,,,,,,0,0,0,0,0,"yes",3,2.714953,,,,,,,0,2,0,0,0,7,28,7.134501,279764,12.5417,69941,11.15541,29536,10.29337,60941,11.01766,11.19134,1,"eastern",407,141,141,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.872698,0,0,0,2.645751,5.291502,1,1,1,1,1,1,0,0,0,0,0,0,2.645751,2.645751,5.291502,5.291502,8.872698,8.872698,,1,"M-PESA",1,5,.25,.25,.25,.25,0,1,,,0,2.811935
391121,1,185000,8,7,0,"yes","yes","no","yes",15000,1,15000,0,,1,1,15000,,,,,,0,0,0,0,-15000,"no",2,2.714953,180,,180,,,,0,2,0,0,0,5,7,6.871572,244200,12.40574,30525,10.3263,19175,9.861362,30525,10.3263,12.12811,1,"eastern",407,141,141,0,.0614251,0,0,0,1,0,0,0,0,0,0,0,0,8.835148,0,0,0,2.236068,2.645751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,"Non M-PESA",1,3,.125,0,.5,.125,.125,1,,,0,2.603632
391003,1,23500,5,7,0,"no","yes","no","no",,,,,,0,0,0,,,,,,0,0,0,0,0,"yes",2,2.714953,,,,,,,0,2,0,0,0,5,7,6.839357,113800,11.6422,22760,10.03276,13728,9.527193,22760,10.03276,10.06476,1,"eastern",407,141,141,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.830449,0,0,0,2.236068,2.645751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,"Join",1,3,.2,.4,.2,.2,0,1,,,0,2.654991
391016,1,12000,10,4,0,"no","yes","no","no",,,,,,0,0,0,,,,,,0,0,0,0,0,"yes",2,2.714953,,,,,,,0,2,0,0,0,5,54,8.02056,101320,11.52604,10132,9.223454,5512,8.614683,10132,9.223454,9.392662,1,"eastern",407,141,141,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.989763,0,0,0,2.236068,7.348469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,"M-PESA",1,2,.4,.2,.1,.1,.1,1,,,0,2.599624
391095,1,86000,6,12,0,"yes","yes","no","no",,0,,5,28500,1,5,28500,1950,7800,4,,0,1,1950,7800,4,-20700,"yes",2,2.714953,,308,308,20,,20,.25,2,0,0,0,5,27,7.247323,277120,12.53221,46186.67,10.74045,13520,9.511926,46186.67,10.74045,11.3621,1,"eastern",407,141,141,.0281467,.1028435,88.31761,1,44.15881,0,1,0,0,0,0,0,0,0,8.888388,0,0,0,2.236068,5.196152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.140641,1,"M-PESA",1,5,0,0,.3333333,.3333333,.1666667,1,2.995732,3.051197,0,2.609771
